SERIALNUMBER,SOCS1REPAIRCODE,SOCS2COMPONENTCODE,SOCS3DEFECT_CODE,NR_INTERVENTION
410070010,Product exchange proposal,POWER BOARD,"Incorrect wired, assembled",1
612121456,Product exchange proposal,ACCESSORIES,Unable to diagnose fault,1
Not assigned,Part Replaced,INSTALLATION PROBLEM,Faulty mains voltage,1
Not assigned,#,Not assigned,Not assigned,1
604050004,Product exchange proposal,USER BOARD,Open circuit,1
605030014,Product exchange proposal,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
410200014,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
151441001510,Part Replaced,DOOR / LID,Mechanically misaligned,1
421447011528,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151642000814,Electrical alignment / wiring / Resolder,USER BOARD,Faulty mains voltage,1
151642004152,Electrical alignment / wiring / Resolder,DOOR,"Bad contact, connection",1
221526000006,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
371210302507,Part Replaced,POWER BOARD,Short circuit,1
411609006320,Added,CABINET,Noisy,1
402240045,Product exchange proposal,MICROSWITCH,"Bad contact, connection",1
371209701818,Part Replaced,MAGNETRON,Open circuit,1
604010439,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Blocked, clogged",1
371416009854,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
151520005389,Product exchange proposal,MAGNETRON,Short circuit,1
609100472,Part Replaced,"PANEL, FRONT","Scratched, dented, sharp edges",1
151706001176,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
151641006697,Product exchange proposal,BASE-PLATE,"Cut, broken, split, torn",1
151623003871,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
404260470,Product exchange proposal,MICROSWITCH,"Misoperating (component, module)",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
603020161,Part Replaced,MAGNETRON,"Cut, broken, split, torn",1
999999999,Part Replaced,DOOR LOCK,"Misoperating (component, module)",1
604050847,Product exchange proposal,USER BOARD,"Bad contact, connection",1
506180489,Functional check,USER BOARD,"Misoperating (component, module)",1
371327701932,Part Replaced,CERAMIC / MICA / ASBESTOS-COVER,Burnt,1
371032701666,Part Replaced,POWER BOARD,Burnt,1
421551009077,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Electrically misaligned, wrong setting",1
307170024,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151525003851,Part Replaced,MAGNETRON,"Cut, broken, split, torn",1
151603005390,Product exchange proposal,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
608180532,Part Replaced,CONTROL BOARD / SENSOR BOARD,Software problem,1
151623001213,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151707003715,Product exchange proposal,OTHERS MECHANICAL,"Cut, broken, split, torn",1
608180050,Part Replaced,CONTROL BOARD / SENSOR BOARD,Worn out (or general mechanical defect),1
999999999,Part Replaced,GENERATOR,Burnt,1
151629004697,Part Replaced,USER BOARD,Open circuit,1
151614002810,Part Replaced,DOOR,"Wet, umid, condensation, sweating",1
411195176,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
371415005140,Part Replaced,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
501060006,Product exchange proposal,DOOR,"Cut, broken, split, torn",1
371210304600,Part Replaced,MAGNETRON,Burnt,1
999999999,Mechanical alignments,"PANEL, FRONT","Loose, off, stripped",1
151538004041,Part Replaced,CONTROL PANEL,"Cut, broken, split, torn",1
151619003154,Part Replaced,DISPLAY,"Misoperating (component, module)",1
Not assigned,Part Replaced,USER BOARD,"Scratched, dented, sharp edges",1
151635002391,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
999999999,Mechanical alignments,DISPLAY,Unable to diagnose fault,1
151617005264,Product exchange proposal,DISPLAY,Vibrating,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151638003642,Product exchange proposal,CONTROL PANEL,Worn out (or general mechanical defect),1
151508004245,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151702000402,Product exchange proposal,CONTAINERS,Unable to diagnose fault,1
151631008973,Product exchange proposal,CONTAINERS,"Cut, broken, split, torn",1
151629003520,Part Replaced,CONTROL PANEL,Worn out (or general mechanical defect),1
606106269,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
370823700783,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,Faulty mains voltage,1
606040117,Product exchange proposal,OTHERS MECHANICAL,"Cut, broken, split, torn",1
151620006397,Part Replaced,DOOR,Deformed,1
370316800399,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
151629004698,Part Replaced,USER BOARD,"Bad contact, connection",1
503090076,Part Replaced,DOOR-GLASS,"Paint, colour mismatch",1
151447005517,Product exchange proposal,WIRING,"Incorrect wired, assembled",1
371117700350,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
610040048,Electrical alignment / wiring / Resolder,HEATING ELEMENT (UPPER - GRILL),Short circuit,1
151535005646,Mechanical alignments,DOOR,"Loose, off, stripped",1
371247305090,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
151637000611,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
999999999,Mechanical alignments,USER BOARD,"Bad contact, connection",1
371406012468,Part Replaced,MAGNETRON,Burnt,1
151608006990,Part Replaced,DRUM LIFTERS,"Cut, broken, split, torn",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Product Installation,CABINET,"Cut, broken, split, torn",1
606101111,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151707002602,Functional check,CONTROL BOARD / SENSOR BOARD,No problem found,1
151521002161,Part Replaced,MAGNETRON,Noisy,1
404170880,Product exchange proposal,CROSSMEMBER / CROSSBAR,"Cut, broken, split, torn",1
609030164,Part Replaced,POWER BOARD,"Incorrect wired, assembled",1
604052075,Mechanical alignments,DOOR,Mechanically misaligned,1
703080288,Product Installation,NEW APPLIANCE,No problem found,1
702131067,Part Replaced,ACCESSORIES,"Scratched, dented, sharp edges",1
151626002472,Part Replaced,USER BOARD,Burnt,1
370926700763,Part Replaced,HEATING ELEMENT (GENERIC/FORCED AIR/DEFR,Open circuit,1
151449000285,Functional check,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
999999999,Part Replaced,FUSE,"Misoperating (component, module)",1
303080086,Part Replaced,POWER BOARD,Mechanically misaligned,1
151635003937,Product exchange proposal,POWER BOARD,Open circuit,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
371113701991,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
370547700500,Mechanical alignments,MAGNETRON,"Incorrect wired, assembled",1
410150081,Repaired component,DOOR FREEZER,"Cut, broken, split, torn",1
999999999,Maintenance / Cleaning,CONTAINERS,"Misoperating (component, module)",1
151636008258,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
371408700802,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
704181063,Product Installation,NEW APPLIANCE,Noisy,1
151629005376,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
405150031,Functional check,DOOR,"Misoperating (component, module)",1
Not assigned,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
371035701598,Functional check,HANDLE,"Dirty, clogged",1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
604050270,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151538006498,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
701100367,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151703005754,Part Replaced,POWER BOARD,"Cut, broken, split, torn",1
611250680,Product exchange proposal,INSULATION,Insulation problem,1
999999999,Mechanical alignments,WIRING,"Loose, off, stripped",1
151705006153,Explanation for customer  (IFU),GRID-SHELF-TRAY,No problem found,1
705161654,Added,POWER BOARD,Mechanically misaligned,1
610101304,Part Replaced,WIRING,"Scratched, dented, sharp edges",1
151613803890,Part Replaced,DOOR,Deformed,1
221604000008,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151615000534,Part Replaced,THERMOSTAT,"Bad contact, connection",1
151606006100,Mechanical alignments,MAINS LEAD / CORD,"Misoperating (component, module)",1
151536007292,Functional check,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
151642004264,Repaired component,DOOR,"Incorrect wired, assembled",1
151718003301,Part Replaced,DOOR,Unable to diagnose fault,1
605270346,Product exchange proposal,INNER-LINER-CAVITY-TUB,Corroded,1
511170056,Part Replaced,HEATING ELEMENT (UPPER - GRILL),Short circuit,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
151520005389,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
504010013,Mechanical alignments,DOOR,"Misoperating (component, module)",1
151521002166,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
601190643,Part Replaced,CAPACITOR,Burnt,1
509100093,Preventive action,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
999999999,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
151648007434,Part Replaced,CABINET,"Scratched, dented, sharp edges",1
999999999,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151642004197,Mechanical alignments,"MOTOR-FAN, CIRCULATION",Noisy,1
371412010044,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
421701986532,Part Replaced,DOOR,"Cut, broken, split, torn",1
506090178,Mechanical alignments,DOOR,"Incorrect wired, assembled",1
508030106,Functional check,CONTROL BOARD / SENSOR BOARD,Faulty mains voltage,1
370947702805,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
999999999,Repaired component,HINGES,"Blocked, clogged",1
371307700097,Part Replaced,SENSOR,Open circuit,1
151635007514,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
371209301071,Mechanical alignments,POWER BOARD,"Misoperating (component, module)",1
421631000605,Maintenance / Cleaning,DOOR-GLASS,"Dirty, clogged",1
151530000178,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151627002994,Mechanical alignments,HEATING ELEMENT (UPPER - GRILL),"Incorrect wired, assembled",1
999999999,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
370923700501,Mechanical alignments,SUPPORT/BRACKET,"Cut, broken, split, torn",1
371119301898,Part Replaced,USER BOARD,"Scratched, dented, sharp edges",1
606230011,Part Replaced,ACCESSORIES,"Cut, broken, split, torn",1
607271171,Preventive action,"CAP, PUSHBUTTON","Loose, off, stripped",1
151542004892,Mechanical alignments,PERFORMANCE COMPLAINT,Noisy,1
999999999,Electrical alignment / wiring / Resolder,WIRING,"Incorrect wired, assembled",1
999999999,Explanation for customer  (IFU),PERFORMANCE COMPLAINT,Unable to diagnose fault,1
151649000093,Product Installation,NEW APPLIANCE,No problem found,1
371317700167,Electrical alignment / wiring / Resolder,DISPLAY,"Bad contact, connection",1
510130051,Product exchange proposal,DOOR,Unable to diagnose fault,1
704180865,Product Installation,NEW APPLIANCE,No problem found,1
606040117,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
603020371,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
151710017310,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
151639002561,Electrical alignment / wiring / Resolder,GENERATOR,Open circuit,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
371105700247,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
601301225,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
704180665,Mechanical alignments,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
510130051,Product Installation,NEW APPLIANCE,No problem found,1
151711007672,Functional check,PERFORMANCE COMPLAINT,Noisy,1
701308165,Electrical alignment / wiring / Resolder,WIRING,"Bad contact, connection",1
705029175,Product Installation,DISPLAY,"Misoperating (component, module)",1
701120504,Product exchange proposal,MAGNETRON,Mechanically misaligned,1
605270346,Product Installation,NEW APPLIANCE,"Incorrect wired, assembled",1
371405003058,Part Replaced,FUSE,Unable to diagnose fault,1
371412009310,Functional check,INSTRUCTION FOR USE,No problem found,1
371114300520,Part Replaced,CONTROL PANEL,"Bad contact, connection",1
151709002290,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
151702005132,Product exchange proposal,CABINET,"Misoperating (component, module)",1
999999999,Product Installation,OTHERS MECHANICAL,No problem found,1
371106700247,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Bad contact, connection",1
371119701821,Preventive action,INTERFERENCE-FILTER,"Incorrect wired, assembled",1
999999999,Part Replaced,NEW APPLIANCE,"Misoperating (component, module)",1
501290645,Product Installation,NEW APPLIANCE,Installation fault,1
309050025,Product exchange proposal,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
704181022,Product Installation,NEW APPLIANCE,No problem found,1
501060021,Product Installation,NEW APPLIANCE,No problem found,1
371301300463,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Bad contact, connection",1
151635002391,Product Installation,CONTROL BOARD / SENSOR BOARD,Short circuit,1
371411000391,Mechanical alignments,DOOR LOCK,Unable to diagnose fault,1
999999999,Product Installation,NEW APPLIANCE,No problem found,1
371336889737,Part Replaced,DOOR LOCK,"Scratched, dented, sharp edges",1
151447005517,Product Installation,NEW APPLIANCE,No problem found,1
221526000006,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
606106269,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
505200389,Mechanical alignments,FUSE,"Incorrect wired, assembled",1
151641000360,Explanation for customer  (IFU),DOOR LOCK,No problem found,1
Not assigned,Part Replaced,"PANEL, FRONT",Deformed,1
151706008935,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
407230156,Part Replaced,MAINS ON / OFF-SWITCH,"Misoperating (component, module)",1
151605008573,Mechanical alignments,"CAP, PUSHBUTTON","Misoperating (component, module)",1
507080956,Part Replaced,FRAME,"Scratched, dented, sharp edges",1
510130532,Part Replaced,FRAME,"Scratched, dented, sharp edges",1
701100450,Part Replaced,FRAME,"Scratched, dented, sharp edges",1
609100285,Part Replaced,FRAME,"Scratched, dented, sharp edges",1
604052011,Part Replaced,FRAME,"Scratched, dented, sharp edges",1
151715009361,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151537003226,Part Replaced,MAGNETRON,Unable to diagnose fault,1
151708000243,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
151713008051,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151708000326,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
151708006451,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
611214082,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
141540006810,Part Replaced,CONTROL PANEL,"Scratched, dented, sharp edges",1
370825300062,Part Replaced,MICROSWITCH,"Scratched, dented, sharp edges",1
604050333,Mechanical alignments,"PANEL, SIDE","Scratched, dented, sharp edges",1
371613001308,Product exchange proposal,DOOR,Deformed,1
151641008774,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151720004629,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151634006125,Product exchange proposal,OTHERS MECHANICAL,"Cut, broken, split, torn",1
611250504,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
703220332,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
703220333,Part Replaced,DOOR,"Cut, broken, split, torn",1
604052133,Product exchange proposal,POWER BOARD,Mechanically misaligned,1
151605008607,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
221614000009,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151629005369,Product exchange proposal,POWER BOARD,"Incorrect wired, assembled",1
404280563,Product exchange proposal,MAGNETRON,"Misoperating (component, module)",1
